Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
,Midnight Heart 128,1927,U,94 min,Drama,7.2,"A story about midnight heart 128, filled with memorable characters, challenges, and unexpected events.",48,Director 95,Actor 426,Actor 147,Actor 40,Actor 331,1946688,"485,338,820"
,Hidden War 129,1996,PG-13,144 min,"War, Drama",7.7,"A story about hidden war 129, filled with memorable characters, challenges, and unexpected events.",86,Director 49,Actor 165,Actor 310,Actor 244,Actor 257,182061,"482,997,882"
,Dark Promise 130,1977,R,200 min,"Drama, Romance",6.3,"A story about dark promise 130, filled with memorable characters, challenges, and unexpected events.",56,Director 11,Actor 127,Actor 363,Actor 225,Actor 225,363702,"541,855,366"
,Beautiful Destiny 131,1998,A,132 min,Drama,6.5,"A story about beautiful destiny 131, filled with memorable characters, challenges, and unexpected events.",88,Director 154,Actor 27,Actor 405,Actor 324,Actor 332,1634942,"439,012,794"
,Falling Kingdom 132,1962,R,171 min,"Mystery, Thriller",6.3,"A story about falling kingdom 132, filled with memorable characters, challenges, and unexpected events.",99,Director 169,Actor 494,Actor 465,Actor 309,Actor 448,1201798,"270,678,414"
,Dark Future 133,1930,R,103 min,"Horror, Mystery",7.9,"A story about dark future 133, filled with memorable characters, challenges, and unexpected events.",87,Director 101,Actor 67,Actor 305,Actor 363,Actor 481,1311206,"704,533,388"
,Hidden Story 134,1991,R,186 min,"Drama, Romance",7.2,"A story about hidden story 134, filled with memorable characters, challenges, and unexpected events.",98,Director 243,Actor 379,Actor 351,Actor 468,Actor 270,546005,"719,632,005"
,Hidden Hope 135,1985,A,131 min,Drama,7.2,"A story about hidden hope 135, filled with memorable characters, challenges, and unexpected events.",94,Director 125,Actor 99,Actor 116,Actor 71,Actor 80,766077,"230,087,621"
,Hidden Story 136,2020,R,183 min,"War, Drama",6.3,"A story about hidden story 136, filled with memorable characters, challenges, and unexpected events.",66,Director 225,Actor 393,Actor 317,Actor 68,Actor 306,2218433,"40,631,056"
,Secret Shadow 137,1940,PG,173 min,"Biography, Drama",6.6,"A story about secret shadow 137, filled with memorable characters, challenges, and unexpected events.",68,Director 174,Actor 369,Actor 122,Actor 497,Actor 228,1845735,"47,014,391"
,Great Story 138,2016,A,142 min,"Comedy, Romance",8.5,"A story about great story 138, filled with memorable characters, challenges, and unexpected events.",96,Director 201,Actor 241,Actor 463,Actor 428,Actor 100,2249805,"256,905,216"
,Rising Heart 139,1976,PG,121 min,"Mystery, Thriller",7.5,"A story about rising heart 139, filled with memorable characters, challenges, and unexpected events.",55,Director 210,Actor 103,Actor 411,Actor 310,Actor 71,2119343,"566,455,637"
,Midnight Promise 140,2002,PG-13,132 min,"War, Drama",7.6,"A story about midnight promise 140, filled with memorable characters, challenges, and unexpected events.",99,Director 32,Actor 146,Actor 43,Actor 391,Actor 83,440292,"763,960,982"
,Midnight Adventure 141,1985,PG,140 min,"Action, Sci-Fi",6.5,"A story about midnight adventure 141, filled with memorable characters, challenges, and unexpected events.",67,Director 239,Actor 14,Actor 213,Actor 28,Actor 203,941294,"877,028,440"
,Beautiful Memory 142,1950,A,95 min,"Horror, Mystery",7.3,"A story about beautiful memory 142, filled with memorable characters, challenges, and unexpected events.",51,Director 215,Actor 366,Actor 333,Actor 172,Actor 406,951783,"30,366,145"
,Dark Shadow 143,1924,R,191 min,"Thriller, Mystery",6.9,"A story about dark shadow 143, filled with memorable characters, challenges, and unexpected events.",75,Director 115,Actor 316,Actor 3,Actor 464,Actor 41,592138,"814,899,481"
,The Last Empire 144,1947,A,155 min,"Fantasy, Adventure",8.8,"A story about the last empire 144, filled with memorable characters, challenges, and unexpected events.",60,Director 78,Actor 63,Actor 25,Actor 123,Actor 215,1785259,"119,485,981"
,Great Adventure 145,1928,R,200 min,"Thriller, Mystery",6.4,"A story about great adventure 145, filled with memorable characters, challenges, and unexpected events.",77,Director 148,Actor 124,Actor 368,Actor 74,Actor 150,2258372,"17,747,321"
,Forgotten Journey 146,1998,R,158 min,"Romance, Drama",7.2,"A story about forgotten journey 146, filled with memorable characters, challenges, and unexpected events.",50,Director 135,Actor 500,Actor 185,Actor 35,Actor 489,795651,"713,463,254"
,Beautiful World 147,1984,PG,149 min,"War, Drama",8.6,"A story about beautiful world 147, filled with memorable characters, challenges, and unexpected events.",47,Director 163,Actor 199,Actor 192,Actor 130,Actor 383,95288,"419,346,503"
,The Last Memory 148,2020,A,115 min,"Adventure, Drama",6.2,"A story about the last memory 148, filled with memorable characters, challenges, and unexpected events.",53,Director 12,Actor 181,Actor 280,Actor 174,Actor 417,2450679,"789,501,015"
,Golden Adventure 149,2009,PG,108 min,"Animation, Adventure, Family",7.6,"A story about golden adventure 149, filled with memorable characters, challenges, and unexpected events.",47,Director 76,Actor 104,Actor 23,Actor 406,Actor 103,274662,"768,947,524"
,A New Future 150,1959,U,189 min,"War, Drama",7.7,"A story about a new future 150, filled with memorable characters, challenges, and unexpected events.",93,Director 166,Actor 98,Actor 147,Actor 183,Actor 442,1995582,"272,093,587"
,A New Future 151,1954,PG,132 min,"Romance, Drama",6.4,"A story about a new future 151, filled with memorable characters, challenges, and unexpected events.",69,Director 87,Actor 499,Actor 96,Actor 255,Actor 355,1687812,"798,220,571"
,Crimson Memory 152,1986,PG-13,95 min,"Romance, Drama",6.9,"A story about crimson memory 152, filled with memorable characters, challenges, and unexpected events.",97,Director 47,Actor 280,Actor 151,Actor 165,Actor 53,341043,"462,460,908"
,Hidden Future 153,2004,PG,142 min,"Romance, Drama",7.0,"A story about hidden future 153, filled with memorable characters, challenges, and unexpected events.",67,Director 115,Actor 22,Actor 373,Actor 446,Actor 467,708958,"740,729,322"
,Rising War 154,1975,R,210 min,"Action, Crime, Drama",6.9,"A story about rising war 154, filled with memorable characters, challenges, and unexpected events.",70,Director 94,Actor 263,Actor 411,Actor 384,Actor 348,324745,"720,778,212"
,Golden Journey 155,1938,U,171 min,"Sci-Fi, Adventure",8.8,"A story about golden journey 155, filled with memorable characters, challenges, and unexpected events.",60,Director 200,Actor 331,Actor 188,Actor 186,Actor 197,155957,"135,638,456"
,Little Promise 156,1997,U,142 min,"Horror, Mystery",6.5,"A story about little promise 156, filled with memorable characters, challenges, and unexpected events.",81,Director 36,Actor 272,Actor 188,Actor 204,Actor 161,1570337,"476,776,179"
,Midnight Mountain 157,1934,PG-13,108 min,"Thriller, Mystery",6.1,"A story about midnight mountain 157, filled with memorable characters, challenges, and unexpected events.",52,Director 68,Actor 397,Actor 134,Actor 361,Actor 229,2181581,"415,624,530"
,Lost War 158,1956,U,147 min,"Comedy, Drama",8.3,"A story about lost war 158, filled with memorable characters, challenges, and unexpected events.",73,Director 45,Actor 461,Actor 366,Actor 228,Actor 45,524378,"145,837,277"
,Falling Memory 159,2010,R,154 min,Drama,6.2,"A story about falling memory 159, filled with memorable characters, challenges, and unexpected events.",90,Director 238,Actor 359,Actor 327,Actor 90,Actor 407,1268109,"169,219,969"
,Rising Destiny 160,1948,PG,110 min,"Animation, Adventure, Family",6.4,"A story about rising destiny 160, filled with memorable characters, challenges, and unexpected events.",46,Director 93,Actor 284,Actor 294,Actor 189,Actor 240,1002943,"848,756,610"
,American Shadow 161,1998,R,93 min,Drama,8.9,"A story about american shadow 161, filled with memorable characters, challenges, and unexpected events.",75,Director 135,Actor 211,Actor 394,Actor 210,Actor 422,1680003,"769,901,588"
,Little Kingdom 162,1936,R,167 min,"Action, Sci-Fi",9.2,"A story about little kingdom 162, filled with memorable characters, challenges, and unexpected events.",78,Director 89,Actor 66,Actor 450,Actor 425,Actor 400,1897329,"500,284,588"
,American Heart 163,1943,U,101 min,"Romance, Drama",8.5,"A story about american heart 163, filled with memorable characters, challenges, and unexpected events.",78,Director 40,Actor 156,Actor 85,Actor 83,Actor 166,2119163,"59,599,094"
,Beyond Memory 164,1986,R,193 min,"Action, Sci-Fi",9.0,"A story about beyond memory 164, filled with memorable characters, challenges, and unexpected events.",80,Director 71,Actor 65,Actor 321,Actor 156,Actor 315,1061114,"210,877,576"
,American Kingdom 165,1984,PG-13,160 min,"Animation, Adventure, Family",8.1,"A story about american kingdom 165, filled with memorable characters, challenges, and unexpected events.",91,Director 231,Actor 310,Actor 173,Actor 432,Actor 474,728067,"707,409,035"
,Little Promise 166,1923,PG-13,206 min,"Crime, Drama",6.3,"A story about little promise 166, filled with memorable characters, challenges, and unexpected events.",71,Director 159,Actor 328,Actor 16,Actor 255,Actor 456,894194,"823,615,952"
,American Story 167,2002,PG,146 min,"Comedy, Romance",9.2,"A story about american story 167, filled with memorable characters, challenges, and unexpected events.",49,Director 177,Actor 31,Actor 81,Actor 226,Actor 213,1713275,"319,467,188"
,Crimson Adventure 168,1946,A,103 min,"Drama, Romance",7.1,"A story about crimson adventure 168, filled with memorable characters, challenges, and unexpected events.",70,Director 34,Actor 390,Actor 190,Actor 264,Actor 288,1349310,"788,440,979"
,Silent Future 169,1950,U,119 min,"Sci-Fi, Adventure",7.5,"A story about silent future 169, filled with memorable characters, challenges, and unexpected events.",48,Director 75,Actor 485,Actor 197,Actor 443,Actor 316,1049847,"151,366,214"
,Forgotten Mountain 170,1940,UA,204 min,"Drama, Romance",8.7,"A story about forgotten mountain 170, filled with memorable characters, challenges, and unexpected events.",76,Director 132,Actor 240,Actor 256,Actor 451,Actor 158,806221,"819,495,339"
,Crimson Journey 171,1931,PG-13,149 min,"Sci-Fi, Adventure",9.1,"A story about crimson journey 171, filled with memorable characters, challenges, and unexpected events.",67,Director 13,Actor 26,Actor 145,Actor 254,Actor 306,1019689,"231,109,561"
,Crimson Story 172,1988,R,98 min,"Romance, Drama",6.0,"A story about crimson story 172, filled with memorable characters, challenges, and unexpected events.",68,Director 196,Actor 207,Actor 188,Actor 24,Actor 206,571763,"284,075,609"
,A New Heart 173,1991,PG-13,155 min,Drama,6.6,"A story about a new heart 173, filled with memorable characters, challenges, and unexpected events.",73,Director 196,Actor 282,Actor 144,Actor 423,Actor 320,318414,"414,938,889"
,Great Dream 174,1936,A,135 min,"Horror, Mystery",9.2,"A story about great dream 174, filled with memorable characters, challenges, and unexpected events.",93,Director 37,Actor 102,Actor 309,Actor 261,Actor 206,1432226,"599,067,370"
,Beautiful Promise 175,1925,PG,176 min,"Drama, Romance",6.1,"A story about beautiful promise 175, filled with memorable characters, challenges, and unexpected events.",54,Director 156,Actor 458,Actor 264,Actor 72,Actor 168,1997026,"557,729,251"
,Great Future 176,1940,PG-13,163 min,Drama,7.3,"A story about great future 176, filled with memorable characters, challenges, and unexpected events.",79,Director 126,Actor 363,Actor 289,Actor 154,Actor 244,1420852,"544,825,317"
,The Last Memory 177,1962,R,210 min,"Romance, Drama",8.2,"A story about the last memory 177, filled with memorable characters, challenges, and unexpected events.",100,Director 177,Actor 323,Actor 14,Actor 306,Actor 243,2458224,"330,466,556"
,Midnight Heart 178,1993,R,91 min,"Thriller, Mystery",6.8,"A story about midnight heart 178, filled with memorable characters, challenges, and unexpected events.",91,Director 159,Actor 397,Actor 431,Actor 195,Actor 76,725179,"562,990,182"
,Beyond Promise 179,1993,A,99 min,"Comedy, Drama",9.1,"A story about beyond promise 179, filled with memorable characters, challenges, and unexpected events.",71,Director 39,Actor 212,Actor 354,Actor 105,Actor 211,89429,"473,661,557"
,Beautiful War 180,1980,UA,179 min,"Action, Crime, Drama",8.9,"A story about beautiful war 180, filled with memorable characters, challenges, and unexpected events.",80,Director 84,Actor 340,Actor 245,Actor 270,Actor 193,589159,"557,031,857"
,Falling Legacy 181,1978,R,128 min,"War, Drama",9.0,"A story about falling legacy 181, filled with memorable characters, challenges, and unexpected events.",88,Director 165,Actor 412,Actor 355,Actor 136,Actor 313,1495987,"725,808,356"
,Crimson River 182,1951,A,123 min,"Comedy, Romance",6.9,"A story about crimson river 182, filled with memorable characters, challenges, and unexpected events.",90,Director 54,Actor 354,Actor 361,Actor 251,Actor 163,1258285,"828,142,067"
,Crimson Memory 183,1991,PG-13,186 min,"Crime, Drama",9.1,"A story about crimson memory 183, filled with memorable characters, challenges, and unexpected events.",88,Director 140,Actor 195,Actor 459,Actor 203,Actor 420,1217076,"130,961,323"
,Rising Shadow 184,1957,R,207 min,"Action, Sci-Fi",6.1,"A story about rising shadow 184, filled with memorable characters, challenges, and unexpected events.",61,Director 192,Actor 246,Actor 110,Actor 104,Actor 424,1462753,"475,097,731"
,American Empire 185,1991,UA,102 min,"Adventure, Drama",8.3,"A story about american empire 185, filled with memorable characters, challenges, and unexpected events.",48,Director 172,Actor 464,Actor 272,Actor 116,Actor 327,2471345,"257,027,167"
,Beyond Promise 186,1932,UA,176 min,"Thriller, Mystery",7.4,"A story about beyond promise 186, filled with memorable characters, challenges, and unexpected events.",45,Director 247,Actor 282,Actor 476,Actor 81,Actor 209,431715,"731,524,323"
,Crimson Truth 187,2003,R,208 min,Drama,6.7,"A story about crimson truth 187, filled with memorable characters, challenges, and unexpected events.",48,Director 233,Actor 394,Actor 46,Actor 334,Actor 294,1357074,"306,562,391"
,Beyond World 188,2014,UA,204 min,"Action, Crime, Drama",8.4,"A story about beyond world 188, filled with memorable characters, challenges, and unexpected events.",47,Director 215,Actor 204,Actor 404,Actor 254,Actor 96,744274,"448,800,579"
,Broken Promise 189,1921,PG,162 min,"Adventure, Drama",7.0,"A story about broken promise 189, filled with memorable characters, challenges, and unexpected events.",86,Director 140,Actor 269,Actor 253,Actor 456,Actor 481,1415268,"305,645,745"
,Dark Destiny 190,1979,R,188 min,"Adventure, Drama",6.9,"A story about dark destiny 190, filled with memorable characters, challenges, and unexpected events.",74,Director 166,Actor 132,Actor 368,Actor 96,Actor 8,1396989,"174,576,883"
